airline,source,destination,route,duration,total_stops,price,year,month,day,day_name,holiday,season,dep_hour,dep_minute,dep_time,arrival_hour,arrival_minute,arrival_time
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,945,1,8586,2019,5,18,Saturday,1,Summer,16,30,Evening,8,15,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,685,1,7064,2019,1,4,Friday,0,Winter,8,25,Morning,19,50,Evening
Vistara,Banglore,Delhi,BLR → AMD → DEL,1665,1,12476,2019,3,3,Sunday,1,Summer,6,40,Early Morning,10,25,Morning
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5678,2019,1,6,Sunday,1,Winter,10,20,Morning,11,50,Morning
Air Asia,Delhi,Cochin,DEL → BLR → COK,315,1,6151,2019,3,27,Wednesday,0,Summer,7,55,Early Morning,13,10,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,435,1,14067,2019,5,21,Tuesday,0,Summer,18,15,Evening,1,30,Late Night
Air India,Kolkata,Banglore,CCU → DEL → BLR,555,1,11936,2019,5,15,Wednesday,0,Summer,7,0,Early Morning,16,15,Evening
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,10651,2019,5,18,Saturday,1,Summer,19,45,Evening,19,15,Evening
Vistara,Banglore,Delhi,BLR → DEL,170,0,4668,2019,1,6,Sunday,1,Winter,11,30,Morning,14,20,Afternoon
GoAir,Delhi,Cochin,DEL → BOM → COK,540,1,5430,2019,4,24,Wednesday,0,Summer,10,35,Morning,19,35,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,1,6,Sunday,1,Winter,17,45,Evening,20,45,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,975,1,6314,2019,3,21,Thursday,0,Summer,4,45,Early Morning,21,0,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,145,0,3841,2019,6,5,Wednesday,0,Rainy,9,0,Morning,11,25,Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3841,2019,4,27,Saturday,1,Summer,14,55,Afternoon,17,25,Evening
Air India,Delhi,Cochin,DEL → MAA → COK,965,1,7480,2019,6,24,Monday,0,Rainy,17,20,Evening,9,25,Morning
IndiGo,Banglore,Delhi,BLR → DEL,165,0,4423,2019,4,21,Sunday,1,Summer,6,5,Early Morning,8,50,Morning
IndiGo,Delhi,Cochin,DEL → BOM → COK,380,1,9709,2019,3,21,Thursday,0,Summer,9,10,Morning,15,30,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,930,1,7198,2019,6,27,Thursday,0,Rainy,10,0,Morning,1,30,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,730,1,14848,2019,6,6,Thursday,0,Rainy,7,5,Early Morning,19,15,Evening
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,12,5,Thursday,0,Winter,5,45,Early Morning,7,15,Early Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,625,1,9134,2019,3,15,Friday,0,Summer,8,0,Morning,18,25,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,760,1,7485,2019,5,21,Tuesday,0,Summer,12,50,Afternoon,1,30,Late Night
IndiGo,Delhi,Cochin,DEL → HYD → COK,515,1,6442,2019,12,6,Friday,0,Winter,7,35,Early Morning,16,10,Evening
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,15812,2019,3,6,Wednesday,0,Summer,11,40,Morning,19,0,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,3175,2019,3,15,Friday,0,Summer,12,0,Afternoon,13,25,Afternoon
Vistara,Kolkata,Banglore,CCU → DEL → BLR,930,1,8452,2019,5,21,Tuesday,0,Summer,7,10,Early Morning,22,40,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1010,1,10262,2019,6,15,Saturday,1,Rainy,19,45,Evening,12,35,Afternoon
Air India,Banglore,Delhi,BLR → DEL,170,0,5228,2019,5,21,Tuesday,0,Summer,21,5,Night,23,55,Night
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,15812,2019,1,6,Sunday,1,Winter,11,40,Morning,19,0,Evening
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,3625,2019,5,24,Friday,0,Summer,9,30,Morning,12,20,Afternoon
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2295,2,10283,2019,3,3,Sunday,1,Summer,5,0,Early Morning,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1005,1,10262,2019,1,6,Sunday,1,Winter,2,15,Late Night,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,590,1,10844,2019,5,21,Tuesday,0,Summer,8,25,Morning,18,15,Evening
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,395,1,12384,2019,1,5,Saturday,1,Winter,17,0,Evening,23,35,Night
IndiGo,Delhi,Cochin,DEL → HYD → COK,380,1,7640,2019,5,18,Saturday,1,Summer,16,10,Evening,22,30,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,345,1,14781,2019,1,5,Saturday,1,Winter,14,5,Afternoon,19,50,Evening
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,4377,2019,3,24,Sunday,1,Summer,9,35,Morning,12,30,Afternoon
IndiGo,Delhi,Cochin,DEL → HYD → COK,320,1,5298,2019,6,15,Saturday,1,Rainy,6,50,Early Morning,12,10,Afternoon
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2227,2019,3,24,Sunday,1,Summer,20,5,Night,21,35,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,10407,2019,5,27,Monday,0,Summer,7,0,Early Morning,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,11507,2019,6,27,Thursday,0,Rainy,21,25,Night,12,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,440,1,18550,2019,3,3,Sunday,1,Summer,11,30,Morning,18,50,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3841,2019,5,21,Tuesday,0,Summer,6,55,Early Morning,9,30,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,4,27,Saturday,1,Summer,7,10,Early Morning,10,10,Morning
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,6,18,Tuesday,0,Rainy,18,55,Evening,21,50,Night
Air India,Delhi,Cochin,DEL → BLR → COK,1010,1,7174,2019,9,5,Thursday,0,Rainy,6,10,Early Morning,23,0,Night
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6985,2019,3,3,Sunday,1,Summer,15,10,Afternoon,17,45,Evening
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2300,2,11664,2019,3,27,Wednesday,0,Summer,5,25,Early Morning,19,45,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,8073,2019,5,15,Wednesday,0,Summer,7,0,Early Morning,21,0,Night
Air India,Delhi,Cochin,DEL → BOM → COK,675,1,8372,2019,6,27,Thursday,0,Rainy,8,0,Morning,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,795,1,14408,2019,9,3,Tuesday,0,Rainy,6,0,Early Morning,19,15,Evening
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5678,2019,5,24,Friday,0,Summer,19,35,Evening,21,5,Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5694,2019,3,21,Thursday,0,Summer,13,0,Afternoon,15,50,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4823,2019,4,27,Saturday,1,Summer,16,55,Evening,19,55,Evening
SpiceJet,Delhi,Cochin,DEL → MAA → COK,315,1,5583,2019,3,6,Wednesday,0,Summer,6,5,Early Morning,11,20,Morning
Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,1465,2,11869,2019,3,21,Thursday,0,Summer,18,25,Evening,18,50,Evening
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4823,2019,6,24,Monday,0,Rainy,16,55,Evening,19,55,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,330,1,12373,2019,9,5,Thursday,0,Rainy,7,5,Early Morning,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,535,1,7268,2019,6,24,Monday,0,Rainy,10,20,Morning,19,15,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,135,0,3384,2019,3,27,Wednesday,0,Summer,13,20,Afternoon,15,35,Afternoon
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3847,2019,3,27,Wednesday,0,Summer,9,0,Morning,11,30,Morning
IndiGo,Delhi,Cochin,DEL → BOM → COK,625,1,6093,2019,3,6,Wednesday,0,Summer,10,35,Morning,21,0,Night
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1105,2,13547,2019,6,27,Thursday,0,Rainy,13,15,Afternoon,7,40,Early Morning
Air Asia,Banglore,Delhi,BLR → DEL,170,0,7120,2019,6,6,Thursday,0,Rainy,23,55,Night,2,45,Late Night
Jet Airways Business,Delhi,Cochin,DEL → ATQ → BOM → COK,500,2,46490,2019,3,3,Sunday,1,Summer,20,5,Night,4,25,Early Morning
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,12872,2019,5,27,Monday,0,Summer,9,35,Morning,12,35,Afternoon
IndiGo,Kolkata,Banglore,CCU → BBI → BLR,220,1,4226,2019,5,15,Wednesday,0,Summer,19,35,Evening,23,15,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,865,1,10844,2019,5,24,Friday,0,Summer,18,55,Evening,9,20,Morning
Vistara,Banglore,Delhi,BLR → DEL,170,0,4668,2019,9,6,Friday,0,Rainy,11,30,Morning,14,20,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,780,1,29528,2019,1,3,Thursday,0,Winter,0,20,Late Night,13,20,Afternoon
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,6300,2019,12,3,Tuesday,0,Winter,17,45,Evening,20,5,Night
Vistara,Banglore,Delhi,BLR → DEL,160,0,4668,2019,5,24,Friday,0,Summer,7,0,Early Morning,9,40,Morning
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4174,2019,1,4,Friday,0,Winter,17,15,Evening,19,50,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2754,2019,5,15,Wednesday,0,Summer,12,0,Afternoon,13,30,Afternoon
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2754,2019,5,21,Tuesday,0,Summer,12,0,Afternoon,13,30,Afternoon
Vistara,Banglore,Delhi,BLR → DEL,170,0,4668,2019,12,5,Thursday,0,Winter,9,45,Morning,12,35,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,12,6,Friday,0,Winter,15,30,Afternoon,18,5,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3543,2019,9,5,Thursday,0,Rainy,9,45,Morning,12,0,Afternoon
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,13029,2019,5,21,Tuesday,0,Summer,9,40,Morning,4,25,Early Morning
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4804,2019,6,27,Thursday,0,Rainy,21,25,Night,0,5,Late Night
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,4148,2019,9,3,Tuesday,0,Rainy,9,35,Morning,12,20,Afternoon
IndiGo,Delhi,Cochin,DEL → MAA → COK,325,1,5164,2019,1,4,Friday,0,Winter,2,0,Late Night,7,25,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,12192,2019,6,27,Thursday,0,Rainy,7,0,Early Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,15078,2019,6,3,Monday,0,Rainy,9,0,Morning,21,0,Night
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,315,1,4268,2019,6,4,Tuesday,0,Rainy,15,15,Afternoon,20,30,Night
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,5769,2019,6,24,Monday,0,Rainy,11,10,Morning,14,5,Afternoon
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,570,1,26890,2019,1,3,Thursday,0,Winter,8,55,Morning,18,25,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3815,2019,3,15,Friday,0,Summer,17,15,Evening,19,45,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1155,1,9663,2019,5,24,Friday,0,Summer,14,5,Afternoon,9,20,Morning
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,3,4,Monday,0,Summer,18,25,Evening,21,20,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,350,1,13628,2019,6,3,Monday,0,Rainy,7,30,Early Morning,13,20,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,1,4,Friday,0,Winter,7,10,Early Morning,10,10,Morning
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3858,2019,1,6,Sunday,1,Winter,11,35,Morning,14,0,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,775,1,8586,2019,5,21,Tuesday,0,Summer,21,10,Night,10,5,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,845,1,14781,2019,5,18,Saturday,1,Summer,5,45,Early Morning,19,50,Evening
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,865,2,13039,2019,5,15,Wednesday,0,Summer,17,15,Evening,7,40,Early Morning
Vistara,Banglore,Delhi,BLR → DEL,170,0,5613,2019,6,21,Friday,0,Rainy,21,0,Night,23,50,Night
GoAir,Banglore,Delhi,BLR → DEL,175,0,7305,2019,9,3,Tuesday,0,Rainy,11,40,Morning,14,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,610,1,10262,2019,6,24,Monday,0,Rainy,18,15,Evening,4,25,Early Morning
Air India,Mumbai,Hyderabad,BOM → HYD,75,0,15385,2019,1,3,Thursday,0,Winter,19,30,Evening,20,45,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1405,1,11134,2019,3,24,Sunday,1,Summer,16,55,Evening,16,20,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,7229,2019,12,4,Wednesday,0,Winter,18,55,Evening,22,0,Night
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,6860,2019,3,3,Sunday,1,Summer,20,30,Night,23,20,Night
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,690,1,8066,2019,1,4,Friday,0,Winter,9,35,Morning,21,5,Night
IndiGo,Delhi,Cochin,DEL → BLR → COK,290,1,6493,2019,3,6,Wednesday,0,Summer,15,10,Afternoon,20,0,Night
Air India,Banglore,Delhi,BLR → HYD → VGA → DEL,1795,2,8534,2019,3,15,Friday,0,Summer,17,0,Evening,22,55,Night
Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,13344,2019,6,6,Thursday,0,Rainy,5,30,Early Morning,12,35,Afternoon
IndiGo,Delhi,Cochin,DEL → HYD → COK,490,1,6938,2019,9,6,Friday,0,Rainy,14,20,Afternoon,22,30,Night
Air India,Kolkata,Banglore,CCU → BLR,155,0,4460,2019,3,4,Monday,0,Summer,20,45,Night,23,20,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,6461,2019,3,24,Sunday,1,Summer,17,15,Evening,19,45,Evening
GoAir,Delhi,Cochin,DEL → BOM → COK,310,1,7870,2019,12,6,Friday,0,Winter,14,25,Afternoon,19,35,Evening
Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,660,1,12395,2019,6,3,Monday,0,Rainy,11,55,Morning,22,55,Night
Air India,Delhi,Cochin,DEL → BOM → COK,615,1,8372,2019,6,27,Thursday,0,Rainy,9,0,Morning,19,15,Evening
Air Asia,Kolkata,Banglore,CCU → BBI → BLR,220,1,6857,2019,9,6,Friday,0,Rainy,6,50,Early Morning,10,30,Morning
Vistara,Banglore,Delhi,BLR → DEL,170,0,4668,2019,1,5,Saturday,1,Winter,11,30,Morning,14,20,Afternoon
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,3100,2019,3,5,Tuesday,0,Summer,21,5,Night,22,25,Night
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,4991,2019,4,27,Saturday,1,Summer,9,30,Morning,12,20,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4804,2019,6,5,Wednesday,0,Rainy,15,15,Afternoon,17,45,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,735,1,11134,2019,3,24,Sunday,1,Summer,8,25,Morning,20,40,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,515,1,7363,2019,3,21,Thursday,0,Summer,17,0,Evening,1,35,Late Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,95,0,2227,2019,1,4,Friday,0,Winter,20,5,Night,21,40,Night
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,13559,2019,5,21,Tuesday,0,Summer,9,35,Morning,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,765,1,9646,2019,9,6,Friday,0,Rainy,9,45,Morning,22,30,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,810,1,6526,2019,5,27,Monday,0,Summer,7,30,Early Morning,21,0,Night
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,8040,2019,6,24,Monday,0,Rainy,8,45,Morning,10,15,Morning
IndiGo,Delhi,Cochin,DEL → MAA → COK,325,1,5636,2019,4,21,Sunday,1,Summer,2,0,Late Night,7,25,Early Morning
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,5678,2019,6,15,Saturday,1,Rainy,2,55,Late Night,4,20,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,16287,2019,9,3,Tuesday,0,Rainy,8,0,Morning,19,45,Evening
IndiGo,Delhi,Cochin,DEL → LKO → COK,275,1,9476,2019,9,3,Tuesday,0,Rainy,5,35,Early Morning,10,10,Morning
IndiGo,Delhi,Cochin,DEL → HYD → COK,895,1,7514,2019,5,27,Monday,0,Summer,7,35,Early Morning,22,30,Night
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5618,2019,6,3,Monday,0,Rainy,15,10,Afternoon,17,45,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3911,2019,6,5,Wednesday,0,Rainy,8,20,Morning,10,35,Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4823,2019,5,18,Saturday,1,Summer,20,0,Night,22,50,Night
SpiceJet,Banglore,Delhi,BLR → DEL,160,0,3971,2019,4,24,Wednesday,0,Summer,5,55,Early Morning,8,35,Morning
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,6,5,Wednesday,0,Rainy,13,15,Afternoon,15,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,360,1,14714,2019,6,6,Thursday,0,Rainy,13,0,Afternoon,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1010,1,12898,2019,5,21,Tuesday,0,Summer,19,45,Evening,12,35,Afternoon
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,420,1,12287,2019,3,24,Sunday,1,Summer,11,15,Morning,18,15,Evening
IndiGo,Delhi,Cochin,DEL → LKO → COK,345,1,7189,2019,5,21,Tuesday,0,Summer,21,50,Night,3,35,Late Night
Air India,Banglore,Delhi,BLR → DEL,170,0,6961,2019,5,21,Tuesday,0,Summer,17,0,Evening,19,50,Evening
Air India,Kolkata,Banglore,CCU → IXB → DEL → BLR,2000,2,15292,2019,3,24,Sunday,1,Summer,13,55,Afternoon,23,15,Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,10368,2019,1,6,Sunday,1,Winter,5,30,Early Morning,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,13292,2019,6,6,Thursday,0,Rainy,21,25,Night,19,0,Evening
Air India,Delhi,Cochin,DEL → BLR → COK,1010,1,9064,2019,9,3,Tuesday,0,Rainy,6,10,Early Morning,23,0,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,14388,2019,5,18,Saturday,1,Summer,21,10,Night,9,20,Morning
SpiceJet,Banglore,Delhi,BLR → DEL,160,0,4423,2019,12,6,Friday,0,Winter,5,55,Early Morning,8,35,Morning
Vistara,Kolkata,Banglore,CCU → DEL → BLR,385,1,9870,2019,5,24,Friday,0,Summer,17,0,Evening,23,25,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,390,1,7670,2019,5,15,Wednesday,0,Summer,19,0,Evening,1,30,Late Night
Air India,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,710,2,16697,2019,6,3,Monday,0,Rainy,5,5,Early Morning,16,55,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,455,1,11200,2019,1,6,Sunday,1,Winter,11,25,Morning,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1410,1,13759,2019,3,24,Sunday,1,Summer,21,10,Night,20,40,Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5694,2019,3,24,Sunday,1,Summer,13,0,Afternoon,15,50,Afternoon
GoAir,Delhi,Cochin,DEL → AMD → COK,440,1,6393,2019,6,3,Monday,0,Rainy,6,0,Early Morning,13,20,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5224,2019,6,6,Thursday,0,Rainy,11,30,Morning,14,5,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5198,2019,9,5,Thursday,0,Rainy,17,45,Evening,20,45,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,450,1,13941,2019,5,21,Tuesday,0,Summer,21,10,Night,4,40,Early Morning
SpiceJet,Chennai,Kolkata,MAA → CCU,155,0,6300,2019,3,15,Friday,0,Summer,9,30,Morning,12,5,Afternoon
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,12609,2019,6,24,Monday,0,Rainy,9,35,Morning,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,13587,2019,3,6,Wednesday,0,Summer,9,0,Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,13587,2019,6,24,Monday,0,Rainy,13,0,Afternoon,21,0,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1595,1,10262,2019,6,27,Thursday,0,Rainy,10,0,Morning,12,35,Afternoon
Air India,Delhi,Cochin,DEL → BOM → COK,555,1,16439,2019,6,3,Monday,0,Rainy,10,0,Morning,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,510,1,14781,2019,5,21,Tuesday,0,Summer,14,5,Afternoon,22,35,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1690,1,10844,2019,5,24,Friday,0,Summer,14,5,Afternoon,18,15,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,6,15,Saturday,1,Rainy,18,25,Evening,21,20,Night
Air India,Banglore,Delhi,BLR → DEL,170,0,5911,2019,9,4,Wednesday,0,Rainy,17,0,Evening,19,50,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,750,1,13377,2019,6,24,Monday,0,Rainy,13,0,Afternoon,1,30,Late Night
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,910,1,6145,2019,3,27,Wednesday,0,Summer,7,10,Early Morning,22,20,Night
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,6,27,Thursday,0,Rainy,22,45,Night,0,15,Late Night
IndiGo,Delhi,Cochin,DEL → HYD → COK,515,1,6442,2019,3,27,Wednesday,0,Summer,7,35,Early Morning,16,10,Evening
Air India,Delhi,Cochin,DEL → BLR → COK,1010,1,13002,2019,3,3,Sunday,1,Summer,6,10,Early Morning,23,0,Night
Air India,Delhi,Cochin,DEL → BLR → COK,570,1,8907,2019,6,24,Monday,0,Rainy,13,30,Afternoon,23,0,Night
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,14657,2019,5,27,Monday,0,Summer,9,35,Morning,12,35,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,570,1,14781,2019,5,21,Tuesday,0,Summer,14,5,Afternoon,23,35,Night
Air India,Banglore,Delhi,BLR → DEL,170,0,5228,2019,6,18,Tuesday,0,Rainy,21,5,Night,23,55,Night
Air Asia,Banglore,Delhi,BLR → DEL,170,0,7652,2019,9,3,Tuesday,0,Rainy,5,50,Early Morning,8,40,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,7229,2019,3,24,Sunday,1,Summer,8,20,Morning,11,15,Morning
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,240,1,4226,2019,1,5,Saturday,1,Winter,6,20,Early Morning,10,20,Morning
IndiGo,Banglore,Delhi,BLR → DEL,180,0,6860,2019,3,15,Friday,0,Summer,8,30,Morning,11,30,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1170,1,10844,2019,5,24,Friday,0,Summer,16,30,Evening,12,0,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1295,1,12373,2019,5,18,Saturday,1,Summer,15,0,Afternoon,12,35,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,165,0,4238,2019,3,24,Sunday,1,Summer,1,30,Late Night,4,15,Early Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,1265,1,13502,2019,3,3,Sunday,1,Summer,8,0,Morning,5,5,Early Morning
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,3782,2019,3,21,Thursday,0,Summer,22,50,Night,1,20,Late Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,345,1,14781,2019,12,5,Thursday,0,Winter,14,5,Afternoon,19,50,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,4804,2019,6,6,Thursday,0,Rainy,20,25,Night,23,10,Night
Air India,Kolkata,Banglore,CCU → BBI → HYD → BLR,1170,2,6117,2019,5,24,Friday,0,Summer,9,10,Morning,4,40,Early Morning
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,8016,2019,6,15,Saturday,1,Rainy,15,15,Afternoon,18,10,Evening
Vistara,Delhi,Cochin,DEL → COK,190,0,6216,2019,6,21,Friday,0,Rainy,6,0,Early Morning,9,10,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,8016,2019,12,6,Friday,0,Winter,6,0,Early Morning,8,45,Morning
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,5678,2019,5,18,Saturday,1,Summer,7,5,Early Morning,8,30,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,7229,2019,9,5,Thursday,0,Rainy,11,10,Morning,14,5,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,175,0,6860,2019,3,3,Sunday,1,Summer,7,10,Early Morning,10,5,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,10407,2019,5,27,Monday,0,Summer,8,0,Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,835,1,13797,2019,6,24,Monday,0,Rainy,7,5,Early Morning,21,0,Night
Air India,Banglore,Delhi,BLR → DEL,165,0,6961,2019,6,24,Monday,0,Rainy,6,10,Early Morning,8,55,Morning
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,395,1,10624,2019,9,5,Thursday,0,Rainy,17,0,Evening,23,35,Night
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,970,2,14300,2019,6,15,Saturday,1,Rainy,12,15,Afternoon,4,25,Early Morning
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,5418,2019,3,24,Sunday,1,Summer,17,45,Evening,20,5,Night
